#TS 	 TEMP
12230 	 368.1779
12240 	 366.2559
12250 	 369.3902
12260 	 369.5237
12270 	 365.0149
12280 	 364.3733
12290 	 366.4228
12300 	 367.2316
12310 	 362.4704
12320 	 371.7486
12330 	 370.3399
12340 	 369.7483
12350 	 370.8416
12360 	 373.0801
12370 	 372.9202
12380 	 366.8915
12390 	 369.8572
12400 	 363.7568
12410 	 369.0581
12420 	 370.8766
12430 	 364.7697
12440 	 366.3597
12450 	 367.1109
12460 	 372.9302
12470 	 367.1784
12480 	 368.1787
12490 	 373.1742
12500 	 368.1965
12510 	 365.4557
12520 	 372.0734
12530 	 377.9839
12540 	 373.5655
12550 	 377.2204
12560 	 367.4648
12570 	 369.8390
12580 	 370.2526
12590 	 373.1754
12600 	 370.4971
12610 	 372.4272
12620 	 366.8180
12630 	 366.8019
12640 	 373.3403
12650 	 374.7008
12660 	 370.4880
12670 	 367.0558
12680 	 376.5836
12690 	 372.0085
12700 	 373.2018
12710 	 369.1645
12720 	 366.8878
12730 	 370.2502
12740 	 373.1862
12750 	 371.1535
12760 	 367.0639
12770 	 374.4577
12780 	 374.4849
12790 	 374.5230
12800 	 370.5035
12810 	 373.4749
12820 	 369.2454
12830 	 366.1346
12840 	 370.2349
12850 	 373.8698
12860 	 370.6191
12870 	 370.4803
12880 	 368.5024
12890 	 369.9437
12900 	 361.2087
12910 	 369.3603
12920 	 373.5022
12930 	 368.6950
12940 	 371.7620
12950 	 369.7683
12960 	 368.0453
12970 	 371.8935
12980 	 373.4609
12990 	 371.3564
13000 	 373.2508
13010 	 379.6063
13020 	 372.8400
13030 	 369.7205
13040 	 375.3215
13050 	 371.9885
13060 	 375.3283
13070 	 372.5785
13080 	 373.4350
13090 	 373.8519
13100 	 373.8244
13110 	 368.4103
13120 	 371.8802
13130 	 370.5309
13140 	 371.7377
13150 	 366.3896
13160 	 371.0589
13170 	 367.6693
13180 	 368.7346
13190 	 371.1727
13200 	 369.4169
13210 	 372.2447
13220 	 370.7089
13230 	 371.5926
13240 	 369.2634
13250 	 369.1861
13260 	 374.2830
13270 	 371.7847
13280 	 374.4162
13290 	 373.1154
13300 	 371.2766
13310 	 381.5237
13320 	 375.6047
13330 	 377.3133
13340 	 377.7497
13350 	 379.6722
13360 	 373.6032
13370 	 378.0227
13380 	 376.4873
13390 	 372.3453
13400 	 373.0888
13410 	 367.1308
13420 	 371.3393
13430 	 375.0132
13440 	 371.5820
13450 	 373.8898
13460 	 368.6280
13470 	 368.7911
13480 	 370.6000
13490 	 373.8218
13500 	 365.0237
13510 	 373.5022
13520 	 371.0881
13530 	 367.4535
13540 	 367.0019
13550 	 375.5766
13560 	 367.0910
13570 	 375.1978
13580 	 367.3440
13590 	 374.6402
13600 	 368.3006
13610 	 371.5434
13620 	 373.3876
13630 	 375.3940
13640 	 375.7038
13650 	 371.1771
