Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
487           487           +253.35       +751.521      +296.52       +39.7993      -1720.06      -316.873      +1341.19      -2036.93      -695.738      
488           488           +259.516      +691.129      +297.199      +36.3808      -1742.79      -282.624      +1284.22      -2025.41      -741.187      
489           489           +218.25       +722.214      +279.782      +41.5183      -1710.09      -296.138      +1261.76      -2006.23      -744.466      
490           490           +250.436      +740.506      +301.862      +41.6812      -1724.8       -292.45       +1334.48      -2017.25      -682.766      
491           491           +254.931      +712.082      +290.386      +38.4637      -1694.67      -314.189      +1295.86      -2008.86      -712.999      
492           492           +241.228      +713.301      +305.359      +49.1367      -1707.73      -304.546      +1309.02      -2012.28      -703.253      
493           493           +233.154      +733.746      +287.609      +40.4128      -1698.2       -300.005      +1294.92      -1998.2       -703.279      
494           494           +258.055      +739.494      +292.712      +43.2662      -1736.81      -310.797      +1333.53      -2047.6       -714.075      
495           495           +248.429      +714.088      +300.458      +45.5184      -1755.85      -273.435      +1308.49      -2029.28      -720.79       
496           496           +269.221      +674.734      +301.304      +48.3355      -1695.51      -303.978      +1293.59      -1999.49      -705.891      
497           497           +242.617      +694.692      +277.008      +43.1215      -1673.3       -300.777      +1257.44      -1974.08      -716.643      
498           498           +222.365      +698.874      +288.71       +37.4696      -1694.95      -293.578      +1247.42      -1988.53      -741.111      
499           499           +234.14       +727.953      +290.485      +39.1221      -1699.98      -304.188      +1291.7       -2004.17      -712.465      
500           500           +239.458      +709.143      +303.214      +37.375       -1697.03      -299.014      +1289.19      -1996.05      -706.857      
501           501           +236.743      +706.232      +308.956      +48.7656      -1693.78      -284.999      +1300.7       -1978.78      -678.088      
502           502           +236.064      +716.515      +289.982      +40.2005      -1687.67      -279.524      +1282.76      -1967.19      -684.432      
503           503           +235.391      +718.171      +293.484      +45.4351      -1680.92      -305.974      +1292.48      -1986.89      -694.413      
504           504           +204.193      +692.426      +300.532      +40.3968      -1669.09      -295.661      +1237.55      -1964.75      -727.201      
505           505           +223.332      +720.098      +302.944      +39.6702      -1700.23      -315.738      +1286.04      -2015.97      -729.926      
506           506           +241.706      +717.395      +324.887      +38.0279      -1773.45      -289.643      +1322.02      -2063.09      -741.077      
507           507           +214.175      +740.993      +289.163      +40.4397      -1726.13      -297.74       +1284.77      -2023.87      -739.095      
508           508           +239.263      +712.978      +289.299      +46.2978      -1683.5       -318.221      +1287.84      -2001.72      -713.884      
509           509           +247.274      +714.701      +307.993      +32.1885      -1685.94      -277.361      +1302.16      -1963.3       -661.146      
510           510           +257.365      +732.986      +300.012      +39.1773      -1700.25      -297.362      +1329.54      -1997.61      -668.073      
511           511           +239.892      +724.878      +293.863      +42.8201      -1673.86      -320.281      +1301.45      -1994.14      -692.684      
512           512           +255.374      +724.549      +317.319      +42.4928      -1682.93      -312.784      +1339.73      -1995.72      -655.983      
513           513           +259.634      +706.45       +283.75       +40.1182      -1702.96      -309.616      +1289.95      -2012.58      -722.624      
514           514           +234.958      +711.124      +292.904      +41.939       -1707.68      -288.235      +1280.93      -1995.91      -714.989      
515           515           +223.227      +695.167      +298.167      +33.0834      -1692.77      -278.078      +1249.64      -1970.85      -721.206      
516           516           +230.282      +754.824      +312.709      +39.174       -1696.39      -321.952      +1336.99      -2018.34      -681.355      
517           517           +237.576      +721.13       +301.87       +44.3976      -1679.28      -294.171      +1304.97      -1973.45      -668.473      
518           518           +228.041      +723.419      +281.174      +37.8343      -1676.04      -294.893      +1270.47      -1970.94      -700.468      
519           519           +255.648      +726.842      +304.641      +40.6058      -1663.7       -305.396      +1327.74      -1969.09      -641.356      
520           520           +260.534      +731.466      +297.213      +47.5382      -1696.54      -312.54       +1336.75      -2009.08      -672.329      
521           521           +252.14       +727.071      +299.217      +45.6846      -1708.78      -297.19       +1324.11      -2005.97      -681.861      
522           522           +242.515      +708.166      +312.159      +44.3938      -1704.86      -301.262      +1307.23      -2006.13      -698.892      
523           523           +258.078      +733.19       +299.875      +49.6579      -1697.9       -296.299      +1340.8       -1994.2       -653.395      
524           524           +256.49       +684.717      +307.537      +42.6569      -1739.87      -278.259      +1291.4       -2018.13      -726.728      
525           525           +232.225      +676.658      +305.665      +40.6578      -1691.97      -306.552      +1255.21      -1998.52      -743.318      
526           526           +250.179      +731.416      +303.637      +40.2917      -1711.45      -284.161      +1325.52      -1995.61      -670.086      
527           527           +243.786      +734.741      +300.293      +42.8553      -1676.46      -299.841      +1321.67      -1976.3       -654.631      
528           528           +229.459      +741.703      +292.951      +53.4175      -1700.75      -286.137      +1317.53      -1986.89      -669.36       
529           529           +256.273      +718.431      +283.401      +49.541       -1695.93      -302.522      +1307.64      -1998.45      -690.805      
530           530           +243.321      +718.314      +288.54       +43.9192      -1717.35      -306.406      +1294.09      -2023.76      -729.668      
531           531           +255.667      +695.973      +317.383      +39.1754      -1754.64      -272.945      +1308.2       -2027.59      -719.388      
532           532           +239.411      +719.935      +323.951      +41.0945      -1745.52      -292.406      +1324.39      -2037.92      -713.532      
533           533           +227.155      +699.717      +300.282      +46.7934      -1713.55      -289.664      +1273.95      -2003.22      -729.27       
534           534           +219.4        +683.774      +302.497      +39.1798      -1686.97      -314.559      +1244.85      -2001.53      -756.675      
535           535           +222.631      +714.743      +301.574      +49.9887      -1704.65      -294.823      +1288.94      -1999.48      -710.539      
536           536           +224.027      +696.331      +295.15       +38.2298      -1711.92      -298.094      +1253.74      -2010.02      -756.28       
537           537           +223.519      +710.884      +286.635      +36.6081      -1722.27      -300.211      +1257.65      -2022.48      -764.84       
538           538           +223.135      +692.508      +292.246      +28.4862      -1714.49      -285.211      +1236.38      -1999.7       -763.325      
539           539           +241.784      +713.254      +288.619      +43.375       -1719.92      -301.026      +1287.03      -2020.95      -733.916      
540           540           +230.257      +733.843      +295.856      +49.8543      -1720.81      -273.021      +1309.81      -1993.83      -684.018      
541           541           +257.839      +700.527      +303.447      +38.794       -1704.67      -299.342      +1300.61      -2004.01      -703.404      
542           542           +222.326      +727.717      +296.213      +40.4193      -1683.19      -289.263      +1286.68      -1972.46      -685.78       
543           543           +225.721      +738.933      +297.137      +37.6815      -1661.83      -319.005      +1299.47      -1980.84      -681.363      
544           544           +242.156      +710.828      +301.181      +34.2926      -1656.57      -300.58       +1288.46      -1957.15      -668.691      
545           545           +228.983      +734.711      +300.679      +42.72        -1711.28      -282.598      +1307.09      -1993.88      -686.787      
546           546           +239.797      +724.228      +295.815      +45.1827      -1729.75      -292.726      +1305.02      -2022.48      -717.457      
547           547           +223.757      +721.181      +304.787      +34.5951      -1722.93      -272.729      +1284.32      -1995.66      -711.339      
548           548           +231.277      +690.257      +294.369      +41.944       -1722.15      -303.375      +1257.85      -2025.52      -767.677      
549           549           +217.313      +718.073      +312.381      +42.6833      -1698.18      -314.885      +1290.45      -2013.06      -722.614      
550           550           +216.501      +685.697      +302.378      +41.2         -1737.44      -285.095      +1245.78      -2022.53      -776.76       
551           551           +251.069      +706.988      +325.96       +55.0738      -1739.87      -289.84       +1339.09      -2029.71      -690.621      
552           552           +240.74       +694.388      +297.858      +43.5861      -1701.02      -305.443      +1276.57      -2006.46      -729.89       
553           553           +246.802      +695.262      +297.423      +35.8433      -1721.31      -271.48       +1275.33      -1992.79      -717.456      
554           554           +234.606      +728.117      +303.82       +43.0588      -1744.61      -295.265      +1309.6       -2039.88      -730.276      
555           555           +252.682      +719.505      +308.756      +45.5668      -1734.98      -309.666      +1326.51      -2044.65      -718.14       
556           556           +237.633      +674.847      +298.774      +41.2832      -1724.87      -308.913      +1252.54      -2033.79      -781.248      
557           557           +251.867      +702.697      +290.337      +41.6124      -1729.07      -303.462      +1286.51      -2032.53      -746.017      
558           558           +209.174      +739.402      +293.961      +41.2007      -1717.81      -303.151      +1283.74      -2020.96      -737.225      
559           559           +257.461      +713.695      +301.429      +35.4795      -1697.36      -306.238      +1308.06      -2003.6       -695.53       
560           560           +234.937      +693.147      +294.903      +37.8547      -1727.67      -296.336      +1260.84      -2024.01      -763.167      
561           561           +241.002      +690.063      +302.879      +38.9071      -1712.51      -306.363      +1272.85      -2018.87      -746.022      
562           562           +235.739      +710.344      +281.767      +46.0484      -1731.16      -284.824      +1273.9       -2015.98      -742.082      
563           563           +234.95       +725.937      +306.474      +39.5051      -1696.27      -302.674      +1306.87      -1998.94      -692.075      
564           564           +235.023      +712.241      +300.999      +45.7978      -1716.65      -295.567      +1294.06      -2012.22      -718.155      
565           565           +230.621      +708.713      +300.262      +47.1053      -1706.56      -284.173      +1286.7       -1990.73      -704.027      
566           566           +243.61       +712.136      +287.854      +39.0397      -1676.88      -304.144      +1282.64      -1981.02      -698.379      
567           567           +236.242      +715.68       +307.498      +38.9576      -1656.95      -303.651      +1298.38      -1960.6       -662.225      
568           568           +237.423      +737.999      +316.571      +47.1862      -1691.27      -301.214      +1339.18      -1992.49      -653.307      
569           569           +245.879      +721.856      +305.385      +39.3835      -1707.97      -301.315      +1312.5       -2009.29      -696.787      
570           570           +243.503      +714.035      +296.076      +45.5805      -1674.68      -289.562      +1299.19      -1964.24      -665.043      
571           571           +228.734      +766.097      +306.989      +33.6253      -1717.18      -289.714      +1335.45      -2006.89      -671.445      
572           572           +239.736      +745.455      +295.575      +33.8671      -1712.86      -287.508      +1314.63      -2000.37      -685.735      
573           573           +230.354      +754.024      +286.757      +43.0626      -1747.01      -288.778      +1314.2       -2035.79      -721.59       
574           574           +256.008      +726.974      +286.782      +34.3463      -1731.5       -296.232      +1304.11      -2027.74      -723.625      
575           575           +255.8        +725.702      +284.66       +40.2548      -1714.02      -294.276      +1306.42      -2008.3       -701.885      
576           576           +239.11       +723.619      +308.171      +39.1789      -1701.39      -315.607      +1310.08      -2016.99      -706.913      
577           577           +244.906      +724.367      +292.389      +47.5244      -1701.27      -302.287      +1309.19      -2003.56      -694.37       
578           578           +260.666      +716.996      +315.705      +40.8382      -1755.76      -293.94       +1334.2       -2049.7       -715.496      
579           579           +267.651      +711.655      +281.883      +44.9117      -1703.04      -303.806      +1306.1       -2006.85      -700.745      
580           580           +219.745      +731.183      +292.518      +42.0036      -1672.2       -297.371      +1285.45      -1969.57      -684.124      
581           581           +239.465      +765.607      +301.849      +37.1693      -1723.52      -284.486      +1344.09      -2008.01      -663.916      
582           582           +249.388      +713.584      +301.819      +45.3213      -1718.34      -288.8        +1310.11      -2007.14      -697.025      
583           583           +254.143      +717.811      +296.16       +47.2808      -1719.48      -282.671      +1315.4       -2002.15      -686.759      
584           584           +255.505      +708.367      +307.29       +43.9009      -1666.73      -312.343      +1315.06      -1979.08      -664.013      
585           585           +253.237      +725.351      +302.414      +37.5546      -1740.77      -298.531      +1318.56      -2039.31      -720.75       
586           586           +240.385      +720.257      +296.222      +40.2371      -1693.85      -310.147      +1297.1       -2004         -706.898      
587           587           +260.809      +716.032      +305.236      +40.4816      -1729.52      -317.191      +1322.56      -2046.71      -724.149      
588           588           +246.014      +707.621      +282.443      +39.8983      -1722.91      -325.209      +1275.98      -2048.12      -772.148      
589           589           +236.166      +710.777      +303.01       +36.2713      -1688.67      -302.729      +1286.22      -1991.4       -705.173      
590           590           +234.479      +719.949      +294.66       +34.9033      -1718.86      -332.098      +1283.99      -2050.95      -766.964      
591           591           +219.197      +675.766      +301.231      +41.6709      -1712.51      -285.438      +1237.86      -1997.95      -760.083      
592           592           +226.383      +713.444      +297.133      +44.547       -1699.19      -312.423      +1281.51      -2011.61      -730.108      
593           593           +210.665      +702.778      +315.465      +40.8033      -1676.61      -285.746      +1269.71      -1962.35      -692.643      
594           594           +243.945      +685.094      +298.706      +39.7987      -1664.53      -318.577      +1267.54      -1983.1       -715.559      
595           595           +228.346      +707.661      +299.003      +42.7647      -1690.23      -303.29       +1277.78      -1993.52      -715.747      
596           596           +244.694      +741.098      +297.323      +44.8245      -1710.86      -314.338      +1327.94      -2025.2       -697.261      
597           597           +239.447      +675.774      +301.964      +45.9542      -1704.35      -265.828      +1263.14      -1970.18      -707.043      
598           598           +256.406      +710.309      +306.175      +50.024       -1664.33      -293.843      +1322.91      -1958.17      -635.257      
599           599           +255.766      +709.476      +306.36       +32.4961      -1671.31      -303.969      +1304.1       -1975.28      -671.181      
600           600           +237.958      +677.786      +302.749      +39.4992      -1657.24      -310.941      +1257.99      -1968.18      -710.191      
601           601           +240.358      +693.306      +290.083      +37.5416      -1690.43      -302.61       +1261.29      -1993.04      -731.755      
602           602           +230.304      +696.995      +293.807      +45.8224      -1666.32      -321.757      +1266.93      -1988.08      -721.152      
603           603           +238.772      +719.734      +312.953      +43.2794      -1667.18      -312.378      +1314.74      -1979.55      -664.816      
604           604           +223.944      +703.793      +311.688      +42.7244      -1673.22      -287.396      +1282.15      -1960.62      -678.468      
605           605           +226.049      +693.378      +315.939      +40.8446      -1683.64      -304.673      +1276.21      -1988.32      -712.106      
606           606           +224.754      +706.93       +311.59       +37.96        -1673.94      -293.886      +1281.23      -1967.83      -686.596      
607           607           +248.872      +749.532      +292.688      +33.4186      -1694.28      -291.794      +1324.51      -1986.08      -661.567      
608           608           +251.614      +710.258      +300.379      +44.733       -1708.44      -300.58       +1306.98      -2009.02      -702.039      
609           609           +242.27       +720.545      +319.103      +37.0782      -1693.61      -306.764      +1319         -2000.37      -681.376      
610           610           +228.689      +709.74       +300.486      +51.4029      -1741.92      -295.006      +1290.32      -2036.93      -746.612      
611           611           +220.83       +729.269      +331.767      +41.7835      -1690.56      -305.096      +1323.65      -1995.66      -672.01       
612           612           +232.233      +671.673      +301.214      +41.0018      -1719.62      -289.305      +1246.12      -2008.93      -762.808      
613           613           +244.297      +689.955      +306.067      +47.9236      -1711.97      -296.411      +1288.24      -2008.38      -720.137      
614           614           +220.084      +737.658      +297.417      +39.1664      -1720.61      -298.171      +1294.33      -2018.79      -724.459      
615           615           +250.686      +684.125      +302.272      +32.454       -1695.47      -300.901      +1269.54      -1996.37      -726.838      
616           616           +244.829      +699.289      +298.219      +34.5177      -1693.42      -309.446      +1276.85      -2002.87      -726.013      
617           617           +251.688      +680.773      +308.692      +39.1789      -1688.46      -302.558      +1280.33      -1991.02      -710.688      
618           618           +220.814      +702.755      +325.128      +42.7907      -1680.77      -302.392      +1291.49      -1983.16      -691.669      
619           619           +232.489      +705.619      +301.831      +34.8549      -1733.52      -283.667      +1274.8       -2017.19      -742.394      
620           620           +234.802      +701.51       +300.478      +40.0389      -1677.53      -296.352      +1276.83      -1973.88      -697.049      
621           621           +240.739      +677.472      +295.089      +41.2219      -1706.16      -316.223      +1254.52      -2022.38      -767.86       
622           622           +246.756      +688.195      +309.966      +33.8776      -1724.18      -268.19       +1278.79      -1992.37      -713.574      
623           623           +228.748      +695.226      +315.652      +32.8807      -1723.17      -303.302      +1272.51      -2026.47      -753.965      
624           624           +229.631      +680.901      +287.485      +44.1702      -1681.83      -300.879      +1242.19      -1982.71      -740.519      
625           625           +219.324      +676.57       +293.596      +41.2843      -1718.57      -297.204      +1230.77      -2015.77      -784.999      
626           626           +234.477      +676.317      +303.99       +36.7398      -1697.13      -318.194      +1251.52      -2015.32      -763.798      
627           627           +239.085      +695.789      +291.912      +38.4447      -1728.02      -301.397      +1265.23      -2029.42      -764.188      
628           628           +263.839      +652.769      +306.404      +44.1021      -1706.02      -328.19       +1267.11      -2034.21      -767.099      
629           629           +262.286      +691.339      +306.185      +36.5703      -1711.37      -305.226      +1296.38      -2016.6       -720.216      
630           630           +214.312      +723.926      +292.968      +48.0479      -1717.21      -294.053      +1279.25      -2011.26      -732.01       
631           631           +241.245      +675.837      +314.597      +40.2137      -1697.23      -295.534      +1271.89      -1992.76      -720.867      
632           632           +250.326      +706.241      +320.197      +41.8927      -1731.95      -319.951      +1318.66      -2051.9       -733.24       
633           633           +269.167      +711.134      +313.241      +36.5365      -1722.99      -312.124      +1330.08      -2035.11      -705.031      
634           634           +239.039      +730.354      +310.238      +41.0318      -1695.34      -319.837      +1320.66      -2015.17      -694.51       
635           635           +236.179      +735.911      +299.563      +48.1049      -1714.97      -302.906      +1319.76      -2017.88      -698.121      
636           636           +219.07       +725.908      +309.555      +36.9259      -1678.84      -307.836      +1291.46      -1986.68      -695.221      
637           637           +255.329      +715.779      +308.443      +45.06        -1700.87      -294.078      +1324.61      -1994.95      -670.337      
638           638           +250.295      +690.052      +303.36       +42.1703      -1728.37      -279.54       +1285.88      -2007.91      -722.032      
639           639           +237.144      +711.359      +312.401      +40.9656      -1726.74      -279.968      +1301.87      -2006.71      -704.842      
640           640           +233.407      +706.904      +315.026      +42.765       -1735.18      -304.353      +1298.1       -2039.53      -741.428      
641           641           +222.993      +713.286      +319.034      +44.5222      -1705.59      -312.535      +1299.83      -2018.12      -718.286      
642           642           +236.636      +692.6        +314.052      +48.5651      -1687.42      -304.599      +1291.85      -1992.02      -700.162      
643           643           +224.05       +733.608      +316.296      +31.8525      -1657.5       -308.969      +1305.81      -1966.47      -660.663      
644           644           +225.318      +687.7        +312.792      +41.0839      -1703.54      -308.668      +1266.89      -2012.2       -745.31       
645           645           +215.266      +699.941      +315.142      +44.6537      -1692.5       -301.625      +1275         -1994.12      -719.121      
646           646           +245.586      +701.407      +306.306      +44.9121      -1715.66      -318.831      +1298.21      -2034.49      -736.276      
647           647           +243.882      +674.569      +303.954      +47.3469      -1679.75      -305.023      +1269.75      -1984.77      -715.019      
648           648           +243.151      +711.867      +319.689      +39.1675      -1714.88      -333.018      +1313.88      -2047.9       -734.02       
649           649           +234.991      +700.804      +310.366      +36.1117      -1724.52      -292.119      +1282.27      -2016.64      -734.367      
650           650           +222.865      +745.207      +294.916      +38.5609      -1726.22      -304.506      +1301.55      -2030.73      -729.18       
651           651           +231.936      +695.109      +302.216      +37.3014      -1672.26      -310.183      +1266.56      -1982.44      -715.88       
652           652           +247.704      +709.34       +298.347      +46.6215      -1698.3       -288.861      +1302.01      -1987.16      -685.146      
653           653           +251.654      +713.997      +317.956      +48.0079      -1683.14      -299.981      +1331.61      -1983.12      -651.508      
654           654           +242.961      +696.585      +320.648      +45.6758      -1673.37      -298.586      +1305.87      -1971.96      -666.087      
655           655           +233.37       +692.714      +311.467      +44.8565      -1706.23      -288.84       +1282.41      -1995.07      -712.661      
656           656           +238.564      +739.414      +309.76       +43.0812      -1719.63      -284.474      +1330.82      -2004.1       -673.284      
657           657           +227.114      +702.573      +314.275      +49.2121      -1736.38      -273.676      +1293.17      -2010.06      -716.885      
658           658           +239.401      +729.607      +296.312      +30.2642      -1707.03      -321.556      +1295.59      -2028.58      -732.998      
659           659           +216.507      +716.457      +306.513      +42.8356      -1652.36      -301.988      +1282.31      -1954.34      -672.03       
660           660           +237.634      +719.301      +305.251      +38.0217      -1654.49      -293.14       +1300.21      -1947.63      -647.422      
661           661           +233.49       +751.538      +302.878      +48.2712      -1701.83      -301.266      +1336.18      -2003.1       -666.924      
662           662           +259.111      +740.822      +313.704      +43.5968      -1725.89      -276.852      +1357.23      -2002.74      -645.504      
663           663           +274.538      +741.063      +301.714      +38.88        -1715.47      -308.952      +1356.19      -2024.42      -668.224      
664           664           +240.68       +724.321      +315.54       +34.7281      -1710.73      -286.681      +1315.27      -1997.41      -682.142      
665           665           +251.292      +722.25       +316.846      +44.5452      -1704.93      -304.367      +1334.93      -2009.3       -674.363      
666           666           +252.95       +715.365      +303.948      +38.615       -1697.58      -280.405      +1310.88      -1977.99      -667.108      
667           667           +263.806      +741.396      +310.881      +49.154       -1724.45      -290.858      +1365.24      -2015.3       -650.068      
668           668           +230.497      +741.702      +305.362      +42.2404      -1685.24      -289.213      +1319.8       -1974.46      -654.654      
669           669           +233.399      +736.413      +318.034      +38.4878      -1681.4       -298.849      +1326.33      -1980.25      -653.914      
670           670           +201.214      +694.987      +335.772      +46.7822      -1699.52      -280.423      +1278.75      -1979.95      -701.193      
671           671           +238.846      +752.95       +315.03       +46.1008      -1694.08      -297.651      +1352.93      -1991.73      -638.802      
672           672           +228.269      +697.038      +317.238      +43.1689      -1711.23      -286.936      +1285.71      -1998.17      -712.454      
673           673           +223.758      +705.56       +296.087      +37.7244      -1699.27      -301.26       +1263.13      -2000.53      -737.396      
674           674           +244.483      +697.611      +308.78       +41.691       -1694.68      -299.084      +1292.56      -1993.77      -701.203      
675           675           +241.201      +717.775      +298.718      +43.0413      -1706.02      -298.849      +1300.74      -2004.87      -704.134      
676           676           +226.915      +728.826      +290.953      +45.5558      -1720.91      -292.226      +1292.25      -2013.14      -720.886      
677           677           +247.866      +726.575      +319.817      +36.7556      -1713.7       -306.671      +1331.01      -2020.37      -689.353      
678           678           +253.118      +726.085      +314.909      +39.2114      -1730.37      -294.282      +1333.32      -2024.65      -691.33       
679           679           +248.45       +693.785      +317.641      +40.9703      -1715.13      -303.999      +1300.85      -2019.13      -718.284      
680           680           +238.081      +691.345      +312.378      +39.4692      -1710.15      -295.216      +1281.27      -2005.37      -724.093      
681           681           +249.988      +741.571      +301.274      +36.3384      -1751.09      -311.843      +1329.17      -2062.94      -733.764      
682           682           +237.522      +701.757      +300.467      +43.8763      -1750.15      -294.709      +1283.62      -2044.86      -761.238      
683           683           +215.408      +693.855      +319.284      +42.4         -1715.18      -302.484      +1270.95      -2017.66      -746.716      
684           684           +230.248      +723.288      +304.848      +47.0178      -1680.59      -300.746      +1305.4       -1981.33      -675.932      
685           685           +225.23       +748.77       +301.406      +42.3878      -1695.68      -282.127      +1317.79      -1977.81      -660.013      
686           686           +241.908      +716.528      +303.406      +42.7912      -1687.05      -309.139      +1304.63      -1996.19      -691.561      
687           687           +254.5        +689.823      +311.363      +41.9776      -1698.25      -304.456      +1297.66      -2002.7       -705.039      
688           688           +218.926      +716.175      +317          +39.2744      -1699.98      -295.612      +1291.38      -1995.59      -704.215      
689           689           +244.457      +706.588      +303.458      +42.5895      -1706.79      -288.444      +1297.09      -1995.24      -698.145      
690           690           +211.713      +708.267      +301.1        +36.2179      -1725.44      -273.695      +1257.3       -1999.13      -741.834      
691           691           +246.517      +707.084      +284.589      +49.9795      -1717.79      -310.53       +1288.17      -2028.32      -740.152      
692           692           +228.826      +673.848      +287.163      +38.7655      -1663.37      -310.167      +1228.6       -1973.54      -744.934      
693           693           +243.25       +702.311      +304.606      +37.9643      -1691.15      -291.227      +1288.13      -1982.37      -694.243      
694           694           +235.289      +671.111      +293.566      +37.6693      -1702.86      -301.583      +1237.64      -2004.44      -766.803      
695           695           +248.647      +684.456      +313.82       +38.3245      -1730.14      -312.793      +1285.25      -2042.93      -757.682      
696           696           +246.205      +698.683      +292.472      +37.7192      -1726.11      -293.359      +1275.08      -2019.47      -744.394      
697           697           +233.133      +688.076      +288.507      +46.1831      -1700.72      -296.383      +1255.9       -1997.1       -741.2        
698           698           +238.034      +720.446      +300.042      +39.5193      -1671.39      -301.199      +1298.04      -1972.59      -674.547      
699           699           +248.26       +712.873      +306.278      +46.4704      -1713.1       -290.36       +1313.88      -2003.46      -689.575      
700           700           +244.232      +696.535      +309.512      +46.7984      -1717.49      -291.023      +1297.08      -2008.52      -711.441      
701           701           +243.208      +697.995      +298.41       +38.4963      -1688.78      -292.126      +1278.11      -1980.9       -702.793      
702           702           +234.228      +678.298      +290.178      +35.4817      -1696.27      -305.467      +1238.19      -2001.74      -763.554      
703           703           +238.993      +677.082      +296.654      +41.1052      -1673.41      -294.912      +1253.83      -1968.32      -714.491      
704           704           +234.16       +698.457      +297.215      +44.7707      -1703.92      -298.783      +1274.6       -2002.7       -728.101      
705           705           +242.481      +706.813      +299.352      +49.4015      -1709.91      -296.394      +1298.05      -2006.31      -708.262      
706           706           +226.888      +705.757      +307.069      +40.7562      -1701.66      -303.881      +1280.47      -2005.54      -725.07       
707           707           +228.66       +684.68       +291.097      +40.1081      -1664.86      -307.26       +1244.55      -1972.12      -727.57       
708           708           +234.763      +733.687      +289.151      +41.8511      -1674.52      -320.571      +1299.45      -1995.09      -695.636      
709           709           +243.311      +672.993      +308.012      +34.6896      -1687.14      -306.493      +1259.01      -1993.64      -734.63       
710           710           +257.737      +722.24       +299.197      +41.5615      -1702.38      -296.27       +1320.73      -1998.65      -677.911      
711           711           +242.576      +741.184      +310.799      +42.5208      -1715.67      -300.514      +1337.08      -2016.19      -679.109      
712           712           +224.348      +734.019      +306.685      +43.4977      -1668.41      -310.072      +1308.55      -1978.48      -669.93       
713           713           +259.434      +706.452      +301.185      +40.174       -1667.63      -324.37       +1307.25      -1992         -684.754      
714           714           +251.15       +750.321      +302.197      +42.4859      -1678.05      -310.611      +1346.15      -1988.66      -642.504      
715           715           +271.994      +753.046      +302.327      +36.5764      -1691.46      -321.424      +1363.94      -2012.88      -648.94       
716           716           +212.459      +716.048      +312.039      +38.6602      -1665.62      -310.848      +1279.21      -1976.46      -697.259      
717           717           +217.143      +764.477      +314.026      +38.1882      -1713.72      -297.009      +1333.83      -2010.73      -676.897      
718           718           +253.87       +743.923      +314.878      +36.8182      -1728.26      -290.42       +1349.49      -2018.68      -669.187      
719           719           +221.025      +732.712      +301.323      +32.8067      -1666.98      -288.101      +1287.87      -1955.08      -667.212      
720           720           +238.924      +747.334      +324.573      +42.7154      -1686.45      -295.227      +1353.55      -1981.68      -628.129      
721           721           +221.28       +744.626      +316.651      +44.5485      -1640.18      -314.778      +1327.11      -1954.96      -627.857      
722           722           +214.31       +726.862      +317.76       +42.859       -1661.77      -296.914      +1301.79      -1958.69      -656.897      
723           723           +228.991      +743.331      +302.43       +50.6087      -1618.66      -313.855      +1325.36      -1932.52      -607.157      
724           724           +232.773      +699.181      +297.016      +33.408       -1698.49      -309.996      +1262.38      -2008.49      -746.108      
725           725           +228.599      +736.387      +322.841      +35.5941      -1694.29      -324.635      +1323.42      -2018.92      -695.5        
726           726           +247.472      +703.342      +316.874      +43.0151      -1675.59      -275.224      +1310.7       -1950.82      -640.114      
727           727           +252.037      +721.922      +305.299      +39.3629      -1683.22      -332.54       +1318.62      -2015.76      -697.135      
728           728           +203.154      +722.125      +304.391      +41.291       -1695.59      -295.534      +1270.96      -1991.13      -720.164      
729           729           +237.214      +733.144      +317.693      +39.3715      -1710.54      -305.453      +1327.42      -2016         -688.575      
730           730           +233.88       +717.306      +297.118      +46.8569      -1699.75      -294.933      +1295.16      -1994.69      -699.524      
731           731           +238.405      +710.902      +301.367      +37.5036      -1677.77      -315.476      +1288.18      -1993.25      -705.07       
732           732           +226.365      +739.22       +292.248      +44.7065      -1705.31      -291.925      +1302.54      -1997.23      -694.692      
733           733           +231.869      +726.285      +306.262      +43.7209      -1680.77      -314.507      +1308.14      -1995.28      -687.144      
734           734           +242.924      +681.748      +314.005      +42.2879      -1646.43      -305.613      +1280.97      -1952.05      -671.081      
735           735           +225.691      +719.345      +306.269      +49.5407      -1626.5       -291.48       +1300.85      -1917.98      -617.137      
736           736           +226.657      +730.672      +312.758      +42.9683      -1678.82      -298.343      +1313.06      -1977.16      -664.106      
737           737           +228.245      +714.636      +307.486      +46.8555      -1674         -291.607      +1297.22      -1965.61      -668.386      
738           738           +239.301      +701.509      +305.639      +40.4413      -1670.53      -292.328      +1286.89      -1962.86      -675.966      
739           739           +210.274      +692.24       +321.788      +40.1232      -1648.81      -284.679      +1264.43      -1933.49      -669.062      
740           740           +235.064      +723.768      +298.037      +46.6243      -1677.18      -302.389      +1303.49      -1979.57      -676.076      
741           741           +247.724      +687.916      +309.953      +42.3327      -1673.79      -325.176      +1287.93      -1998.96      -711.036      
742           742           +219.753      +759.497      +308.228      +37.9944      -1680.68      -306.24       +1325.47      -1986.92      -661.446      
743           743           +264.876      +730.464      +314.589      +41.2822      -1683.35      -293.583      +1351.21      -1976.94      -625.726      
744           744           +229.823      +717.912      +307.148      +43.1368      -1640.76      -289.202      +1298.02      -1929.96      -631.941      
745           745           +238.009      +738.593      +305.593      +44.5885      -1648.65      -296.023      +1326.78      -1944.67      -617.89       
