Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1641          1641          +236.472      +719.935      +289.905      +40.242       -1666.32      -300.66       +1286.55      -1966.98      -680.424      
1642          1642          +239.847      +704.308      +293.651      +35.0627      -1655.15      -326.659      +1272.87      -1981.81      -708.945      
1643          1643          +253.039      +692.92       +296.435      +39.7114      -1615.48      -297.456      +1282.11      -1912.93      -630.826      
1644          1644          +240.604      +749.824      +306.873      +35.0987      -1680.36      -294.127      +1332.4       -1974.48      -642.084      
1645          1645          +254.894      +721.824      +298.883      +43.6055      -1641.98      -306.845      +1319.21      -1948.82      -629.614      
1646          1646          +255.01       +738.244      +304.79       +43.5743      -1641.48      -324.706      +1341.62      -1966.19      -624.569      
1647          1647          +252.586      +724.645      +313.29       +37.2         -1700.35      -300.667      +1327.72      -2001.02      -673.295      
1648          1648          +234.084      +723.439      +303.146      +36.6898      -1654.09      -285.905      +1297.36      -1940         -642.641      
1649          1649          +256.502      +707.025      +294.65       +38.874       -1654.89      -294.252      +1297.05      -1949.14      -652.086      
1650          1650          +236.973      +756.631      +323.602      +37.0199      -1620.14      -285.269      +1354.23      -1905.41      -551.18       
1651          1651          +234.795      +730.676      +293.9        +48.0862      -1643.45      -302.788      +1307.46      -1946.24      -638.785      
1652          1652          +270.436      +705.635      +307.579      +48.3077      -1671.13      -300.545      +1331.96      -1971.67      -639.717      
1653          1653          +246.368      +750.65       +297.952      +39.884       -1685.08      -293.04       +1334.85      -1978.12      -643.264      
1654          1654          +232.064      +750.229      +304.575      +51.4697      -1660.67      -303.083      +1338.34      -1963.75      -625.413      
1655          1655          +233.879      +707.227      +302.376      +41.6481      -1670.46      -282.058      +1285.13      -1952.52      -667.388      
1656          1656          +249.622      +729.08       +320.24       +55.302       -1696.83      -309.646      +1354.24      -2006.47      -652.228      
1657          1657          +238.692      +702.277      +304.757      +36.3634      -1676.25      -290.351      +1282.09      -1966.6       -684.507      
1658          1658          +231.435      +709.428      +308.82       +38.8133      -1678.86      -292.831      +1288.5       -1971.69      -683.192      
1659          1659          +230.686      +750.254      +320.063      +47.0171      -1692.97      -301.222      +1348.02      -1994.19      -646.168      
1660          1660          +250.17       +757.759      +303.753      +39.511       -1671.15      -310.018      +1351.19      -1981.17      -629.973      
1661          1661          +242.428      +718.494      +301.132      +41.4783      -1696.68      -278.497      +1303.53      -1975.18      -671.645      
1662          1662          +225.846      +725.217      +327.557      +38.0592      -1668.69      -279.474      +1316.68      -1948.17      -631.488      
1663          1663          +238.489      +702.382      +323.193      +41.4673      -1677.86      -287.443      +1305.53      -1965.3       -659.771      
1664          1664          +262.732      +688.416      +307.82       +47.028       -1640.85      -278.487      +1306         -1919.34      -613.34       
1665          1665          +246.18       +703.478      +314.765      +43.4551      -1624.75      -295.32       +1307.88      -1920.07      -612.192      
1666          1666          +218.557      +727.722      +285.048      +37.9472      -1632.92      -317.712      +1269.27      -1950.63      -681.355      
1667          1667          +242.366      +702.247      +308.273      +34.4744      -1645.87      -297.884      +1287.36      -1943.76      -656.396      
1668          1668          +244.867      +684.226      +308.018      +39.4319      -1635.48      -294.751      +1276.54      -1930.23      -653.688      
1669          1669          +235.454      +700.65       +298.454      +41.5949      -1668.28      -304.78       +1276.15      -1973.06      -696.907      
1670          1670          +248.031      +687.455      +313.522      +42.0625      -1665.41      -301.392      +1291.07      -1966.8       -675.731      
1671          1671          +260.538      +706.808      +294.789      +40.7524      -1640.45      -303.796      +1302.89      -1944.25      -641.361      
1672          1672          +232.094      +705.628      +294.308      +38.0981      -1661.29      -285.847      +1270.13      -1947.14      -677.01       
1673          1673          +260.034      +721.513      +310.51       +42.6053      -1681.77      -306.646      +1334.66      -1988.42      -653.759      
1674          1674          +228.935      +717.763      +295.175      +41.1444      -1659.61      -316.574      +1283.02      -1976.19      -693.17       
1675          1675          +255.424      +735.376      +311.382      +36.5951      -1641.37      -299.092      +1338.78      -1940.46      -601.681      
1676          1676          +232.796      +716.747      +310.088      +44.0424      -1627.36      -300.779      +1303.67      -1928.14      -624.467      
1677          1677          +233.654      +746.471      +323.894      +35.2802      -1633.61      -301.699      +1339.3       -1935.31      -596.007      
1678          1678          +236.225      +725.921      +287.717      +41.0023      -1643.03      -291.62       +1290.87      -1934.65      -643.78       
1679          1679          +264.357      +712.965      +314.219      +43.7746      -1687.05      -303.266      +1335.32      -1990.31      -654.998      
1680          1680          +232.518      +708.066      +297.901      +36.9079      -1644.39      -320.689      +1275.39      -1965.08      -689.686      
1681          1681          +257.989      +713.665      +294.83       +41.5744      -1645.01      -314.919      +1308.06      -1959.93      -651.869      
1682          1682          +229.17       +685.883      +302.688      +38.4921      -1611.95      -307.791      +1256.23      -1919.74      -663.509      
1683          1683          +234.144      +730.005      +313.271      +39.6767      -1668.92      -326.479      +1317.1       -1995.4       -678.301      
1684          1684          +232.565      +710.669      +298.078      +42.9525      -1631.77      -296.288      +1284.27      -1928.06      -643.79       
1685          1685          +241.544      +688.02       +313.486      +44.2266      -1639.37      -301.245      +1287.28      -1940.62      -653.342      
1686          1686          +258.913      +727.9        +309.615      +34.738       -1668.57      -293.88       +1331.17      -1962.45      -631.284      
1687          1687          +237.222      +707.614      +325.288      +45.6606      -1648.7       -298.454      +1315.78      -1947.16      -631.371      
1688          1688          +247.307      +717.252      +310.918      +46.5044      -1659.38      -290.36       +1321.98      -1949.74      -627.76       
1689          1689          +238.895      +732.143      +304.353      +43.2377      -1648.22      -301.544      +1318.63      -1949.77      -631.137      
1690          1690          +261.974      +724.279      +302.944      +45.5187      -1702.25      -299.809      +1334.72      -2002.06      -667.343      
1691          1691          +241.998      +746.38       +318.35       +38.3723      -1688.21      -282.257      +1345.1       -1970.46      -625.363      
1692          1692          +221.863      +712.838      +302.014      +42.5722      -1694.52      -277.275      +1279.29      -1971.79      -692.504      
1693          1693          +246.377      +716.413      +308.507      +41.9438      -1656.33      -276.954      +1313.24      -1933.28      -620.04       
1694          1694          +256.452      +749.84       +300.903      +41.3076      -1685.51      -305.435      +1348.5       -1990.94      -642.438      
1695          1695          +249.759      +704.74       +302.072      +43.6014      -1647.42      -290.634      +1300.17      -1938.05      -637.882      
1696          1696          +254.382      +729.297      +312.154      +35.977       -1637.63      -291.392      +1331.81      -1929.02      -597.209      
1697          1697          +250.256      +733.479      +300.928      +37.2492      -1649.87      -285.489      +1321.91      -1935.35      -613.443      
1698          1698          +228.897      +708.756      +306.315      +50.8038      -1654.46      -297.582      +1294.77      -1952.05      -657.274      
1699          1699          +230.438      +747.221      +310.76       +40.4111      -1693.54      -268.019      +1328.83      -1961.56      -632.734      
1700          1700          +233.188      +764.572      +302.434      +44.3905      -1663.59      -302.684      +1344.58      -1966.27      -621.69       
1701          1701          +233.397      +726.157      +299.824      +38.0659      -1637.29      -319.203      +1297.44      -1956.5       -659.054      
1702          1702          +220.221      +766.09       +298.142      +41.5825      -1686.84      -305.754      +1326.03      -1992.59      -666.559      
1703          1703          +248.809      +718.085      +301.591      +36.36        -1652.33      -296.388      +1304.85      -1948.72      -643.876      
1704          1704          +241.814      +716.806      +309.474      +43.4606      -1636.07      -285.467      +1311.55      -1921.54      -609.983      
1705          1705          +217.158      +697.689      +313.889      +43.6029      -1651.43      -304.391      +1272.34      -1955.82      -683.483      
1706          1706          +228.893      +778.236      +316.401      +42.6313      -1677.61      -307.523      +1366.16      -1985.13      -618.971      
1707          1707          +238.476      +718.245      +310.948      +43.7848      -1663.93      -287.82       +1311.45      -1951.75      -640.299      
1708          1708          +230.493      +742.325      +295.95       +47.3478      -1638.24      -274.358      +1316.12      -1912.6       -596.485      
1709          1709          +233.596      +721.387      +322.477      +42.631       -1646.62      -299.607      +1320.09      -1946.22      -626.134      
1710          1710          +252.083      +731.7        +304.005      +46.1979      -1650.63      -306.027      +1333.99      -1956.66      -622.669      
1711          1711          +246.055      +724.331      +299.223      +46.0943      -1633.51      -314.111      +1315.7       -1947.63      -631.923      
1712          1712          +240.706      +697.274      +311.159      +39.9202      -1668.35      -274.948      +1289.06      -1943.3       -654.239      
1713          1713          +240.092      +728.096      +325.468      +42.9946      -1648.28      -303.244      +1336.65      -1951.53      -614.874      
1714          1714          +249.539      +741.969      +312.212      +43.7802      -1679.03      -270.882      +1347.5       -1949.91      -602.409      
1715          1715          +253.988      +731.205      +301.26       +42.8559      -1653.93      -298.536      +1329.31      -1952.47      -623.159      
1716          1716          +242.061      +717.381      +309.176      +43.6917      -1635.8       -278.428      +1312.31      -1914.22      -601.914      
1717          1717          +225.024      +684.705      +314.099      +49.8968      -1631.85      -288.152      +1273.72      -1920         -646.273      
1718          1718          +241.322      +720.278      +319.469      +43.9933      -1653.76      -281.679      +1325.06      -1935.44      -610.376      
1719          1719          +237.256      +744.88       +293.993      +32.5659      -1627.59      -272.919      +1308.7       -1900.51      -591.814      
1720          1720          +248.346      +759.551      +307.835      +38.0576      -1667.66      -304.813      +1353.79      -1972.48      -618.687      
1721          1721          +244.845      +739.047      +306.849      +43.4431      -1639.82      -299.395      +1334.18      -1939.21      -605.026      
1722          1722          +238.809      +761.94       +284.228      +42.6463      -1643.42      -280.557      +1327.62      -1923.98      -596.357      
1723          1723          +249.864      +784.961      +311.294      +35.2042      -1638         -290.829      +1381.32      -1928.83      -547.507      
1724          1724          +229.205      +723.677      +309.752      +40.5656      -1622.62      -289.5        +1303.2       -1912.12      -608.923      
1725          1725          +256.2        +720.478      +294.795      +43.4066      -1635.61      -274.63       +1314.88      -1910.24      -595.363      
1726          1726          +225.243      +741.411      +282.046      +42.9884      -1623.74      -297.144      +1291.69      -1920.89      -629.2        
1727          1727          +239.633      +698.167      +298.751      +50.5911      -1609.33      -281.581      +1287.14      -1890.91      -603.771      
1728          1728          +247.203      +724.06       +299.947      +48.0319      -1627.47      -289.57       +1319.24      -1917.04      -597.803      
1729          1729          +241.442      +712.621      +294.803      +45.3156      -1670.04      -276.744      +1294.18      -1946.79      -652.605      
1730          1730          +215.429      +723.808      +293.63       +43.3598      -1627.64      -301.398      +1276.23      -1929.03      -652.806      
1731          1731          +239.844      +682.556      +293.699      +43.8094      -1633.67      -295.398      +1259.91      -1929.07      -669.161      
1732          1732          +248.054      +713.009      +298.46       +47.3178      -1689.52      -301.556      +1306.84      -1991.07      -684.232      
1733          1733          +231.652      +697.037      +291.779      +39.7651      -1666.77      -308.085      +1260.23      -1974.85      -714.617      
1734          1734          +223.809      +684.649      +303.388      +39.9598      -1647.6       -297.337      +1251.81      -1944.94      -693.133      
1735          1735          +234.433      +689.962      +307.215      +47.1533      -1662.37      -310.524      +1278.76      -1972.89      -694.129      
1736          1736          +227.872      +709.675      +294.791      +45.3977      -1648.06      -315.749      +1277.74      -1963.81      -686.077      
1737          1737          +240.222      +706.928      +298.623      +37.585       -1656.94      -293.199      +1283.36      -1950.14      -666.779      
1738          1738          +245.941      +734.95       +302.278      +47.302       -1639.94      -299.855      +1330.47      -1939.8       -609.328      
1739          1739          +250.01       +741.17       +293.293      +39.395       -1628.23      -316.214      +1323.87      -1944.45      -620.577      
1740          1740          +229.538      +727.377      +309.031      +39.9958      -1673.87      -291.135      +1305.94      -1965         -659.062      
1741          1741          +231.512      +718.013      +302.706      +49.0497      -1677.32      -294.613      +1301.28      -1971.93      -670.652      
1742          1742          +255.071      +699.255      +283.556      +46.5238      -1670.18      -302.757      +1284.41      -1972.94      -688.533      
1743          1743          +236.815      +710.66       +288.398      +39.6721      -1657.52      -293.751      +1275.55      -1951.27      -675.723      
1744          1744          +244.212      +742.973      +297.244      +51.4511      -1665.45      -292.53       +1335.88      -1957.98      -622.097      
1745          1745          +232.143      +710.826      +293.544      +50.6847      -1668.63      -294.952      +1287.2       -1963.59      -676.388      
1746          1746          +237.69       +721.929      +294.255      +38.4489      -1661.04      -307.151      +1292.32      -1968.19      -675.864      
1747          1747          +254.879      +711.515      +305.331      +41.6273      -1657.1       -305.23       +1313.35      -1962.33      -648.98       
1748          1748          +224.686      +742.688      +296.702      +39.5472      -1622.51      -301.154      +1303.62      -1923.66      -620.035      
1749          1749          +269.372      +717.14       +310.035      +41.0522      -1620.48      -301.526      +1337.6       -1922.01      -584.41       
1750          1750          +233.443      +728.612      +301.829      +44.9892      -1624.6       -292.73       +1308.87      -1917.33      -608.455      
1751          1751          +238.468      +716.134      +302.306      +41.6692      -1617.43      -298.775      +1298.58      -1916.2       -617.627      
1752          1752          +227.216      +690.757      +293.37       +43.9483      -1588.06      -307.888      +1255.29      -1895.95      -640.66       
1753          1753          +244.932      +696.534      +303.617      +53.0497      -1607.17      -305.404      +1298.13      -1912.57      -614.441      
1754          1754          +243.842      +701.364      +305.261      +48.9287      -1607.57      -276.987      +1299.4       -1884.56      -585.162      
1755          1755          +236.494      +731.598      +301.333      +43.8517      -1612.27      -301.031      +1313.28      -1913.3       -600.022      
1756          1756          +224.783      +713.21       +295.755      +48.5624      -1624.26      -269.362      +1282.31      -1893.62      -611.309      
1757          1757          +232.635      +712.306      +309.457      +42.3788      -1621.93      -276.851      +1296.78      -1898.78      -602.001      
1758          1758          +246.139      +712.696      +306.568      +42.7016      -1584.44      -318.509      +1308.1       -1902.95      -594.848      
1759          1759          +229.422      +731.814      +297.056      +40.3764      -1602.24      -311.983      +1298.67      -1914.23      -615.558      
1760          1760          +239.252      +751.201      +317.866      +41.3129      -1613.13      -299.19       +1349.63      -1912.32      -562.689      
1761          1761          +233.781      +717.307      +304.148      +45.6028      -1643.4       -295.537      +1300.84      -1938.94      -638.101      
1762          1762          +239.679      +702.74       +300.254      +43.9657      -1585.81      -296.937      +1286.64      -1882.74      -596.105      
1763          1763          +220.327      +709.57       +305.78       +44.8862      -1623.43      -274.142      +1280.56      -1897.57      -617.011      
1764          1764          +239.086      +711.723      +312.786      +37.6539      -1612.01      -282.823      +1301.25      -1894.83      -593.585      
1765          1765          +221.012      +710.422      +319.953      +44.1869      -1643.99      -303.017      +1295.57      -1947.01      -651.433      
1766          1766          +244.312      +707.272      +308.379      +43.8302      -1642.62      -288.408      +1303.79      -1931.02      -627.231      
1767          1767          +248.935      +758.208      +303.946      +32.0414      -1603.1       -319.132      +1343.13      -1922.24      -579.105      
1768          1768          +218.166      +763.778      +305.261      +49.4084      -1583.64      -304.457      +1336.61      -1888.1       -551.488      
1769          1769          +237.556      +669.3        +308.141      +44.4605      -1624.95      -286.667      +1259.46      -1911.62      -652.159      
1770          1770          +245.575      +714.019      +304.729      +40.6448      -1631.74      -287.842      +1304.97      -1919.59      -614.619      
1771          1771          +229.545      +697.193      +306.231      +35.6969      -1619.78      -290.406      +1268.67      -1910.19      -641.52       
1772          1772          +239.269      +676.743      +298.973      +37.8127      -1624.69      -311.523      +1252.8       -1936.22      -683.418      
1773          1773          +230.824      +714.398      +307.716      +43.8435      -1631.49      -289.59       +1296.78      -1921.08      -624.295      
1774          1774          +247.229      +730.54       +306.341      +39.7724      -1653.92      -307.594      +1323.88      -1961.51      -637.632      
1775          1775          +230.026      +715.011      +276.149      +42.4631      -1623.34      -289.588      +1263.65      -1912.92      -649.276      
1776          1776          +234.573      +714.775      +298.123      +54.2666      -1640.67      -295.424      +1301.74      -1936.1       -634.361      
1777          1777          +215.613      +731.97       +306.263      +39.1792      -1621.44      -292.252      +1293.03      -1913.69      -620.666      
1778          1778          +226.209      +727.561      +303.795      +44.548       -1636.69      -298.135      +1302.11      -1934.83      -632.716      
1779          1779          +225.745      +704.093      +304.93       +42.7846      -1617.21      -267.928      +1277.55      -1885.14      -607.588      
1780          1780          +249.062      +725.41       +290.319      +36.3085      -1600.26      -286.206      +1301.1       -1886.47      -585.367      
1781          1781          +261.297      +707.022      +305.479      +46.1904      -1608.64      -311.464      +1319.99      -1920.11      -600.117      
1782          1782          +225.96       +708.955      +294.532      +38.8482      -1604.68      -283.055      +1268.3       -1887.73      -619.436      
1783          1783          +240.292      +740.516      +319.928      +42.3846      -1625.35      -325.878      +1343.12      -1951.22      -608.104      
1784          1784          +229.354      +714.235      +301.068      +43.5029      -1627.68      -288.778      +1288.16      -1916.46      -628.298      
1785          1785          +237.371      +732.653      +298.337      +37.8101      -1618.68      -302.161      +1306.17      -1920.84      -614.667      
1786          1786          +223.445      +747.862      +311.57       +44.5658      -1616.9       -306.183      +1327.44      -1923.09      -595.645      
1787          1787          +274.328      +706.482      +315.654      +40.4453      -1597.23      -309.827      +1336.91      -1907.06      -570.146      
1788          1788          +274.101      +707.909      +310.779      +39.2618      -1584.59      -305.891      +1332.05      -1890.48      -558.427      
1789          1789          +226.739      +757.885      +309.472      +43.5659      -1644.28      -284.96       +1337.66      -1929.24      -591.578      
1790          1790          +239.474      +719.968      +323.324      +40.167       -1651.29      -284.294      +1322.93      -1935.59      -612.654      
1791          1791          +230.111      +720.017      +318.149      +50.8236      -1585.39      -297.352      +1319.1       -1882.74      -563.639      
1792          1792          +256.099      +672.711      +314.999      +45.032       -1611.07      -284.217      +1288.84      -1895.28      -606.444      
1793          1793          +235.849      +743.135      +337.536      +42.4421      -1653.88      -289.887      +1358.96      -1943.76      -584.803      
1794          1794          +262.757      +718.374      +320.431      +45.4293      -1626.43      -295.434      +1346.99      -1921.86      -574.869      
1795          1795          +225.426      +742.956      +314.343      +38.225       -1637.64      -295.387      +1320.95      -1933.03      -612.081      
1796          1796          +238.91       +719.457      +299.074      +48.0196      -1620.44      -300.646      +1305.46      -1921.09      -615.626      
1797          1797          +233.561      +736.643      +311.193      +42.832       -1627.21      -289.522      +1324.23      -1916.73      -592.499      
1798          1798          +247.638      +758.329      +314.509      +44.0702      -1627.46      -305.075      +1364.55      -1932.54      -567.992      
1799          1799          +258.329      +714.755      +314.757      +41.4437      -1607         -294.664      +1329.28      -1901.66      -572.376      
1800          1800          +236.677      +719.14       +314.695      +46.7341      -1592.44      -282.668      +1317.25      -1875.11      -557.864      
1801          1801          +236.265      +764.089      +323.541      +42.2524      -1601.56      -306          +1366.15      -1907.56      -541.408      
1802          1802          +265.143      +727.909      +307.759      +40.4431      -1614.32      -294.551      +1341.25      -1908.88      -567.621      
1803          1803          +247          +740.295      +310.234      +42.7983      -1617.15      -284.591      +1340.33      -1901.75      -561.418      
1804          1804          +232.297      +723.571      +320.617      +47.1743      -1626.37      -285.188      +1323.66      -1911.56      -587.9        
1805          1805          +220.592      +728.473      +329.552      +38.7289      -1594.97      -290.316      +1317.35      -1885.28      -567.939      
1806          1806          +219.28       +724.676      +327.086      +40.3314      -1624.56      -279.746      +1311.37      -1904.3       -592.932      
1807          1807          +227.715      +696.532      +304.609      +40.5175      -1596.4       -281          +1269.37      -1877.4       -608.023      
1808          1808          +242.24       +707.443      +309.439      +34.4786      -1640.01      -289.592      +1293.6       -1929.61      -636.005      
1809          1809          +241.985      +727.298      +303.024      +44.9125      -1624.43      -296.519      +1317.22      -1920.95      -603.727      
1810          1810          +230.317      +718.74       +315.272      +38.0241      -1613.58      -300.506      +1302.35      -1914.08      -611.729      
1811          1811          +262.063      +722.046      +296.353      +37.5118      -1622.49      -311.957      +1317.97      -1934.45      -616.478      
1812          1812          +239.797      +702.786      +301.251      +38.6679      -1592.74      -291.171      +1282.5       -1883.91      -601.408      
1813          1813          +233.355      +724.363      +304.763      +41.5775      -1594.04      -297.927      +1304.06      -1891.97      -587.911      
1814          1814          +239.887      +722.376      +309.224      +45.4293      -1635.03      -305.323      +1316.92      -1940.35      -623.438      
1815          1815          +246.797      +713.232      +309.824      +44.4237      -1619.29      -304.289      +1314.28      -1923.58      -609.307      
1816          1816          +239.625      +705.763      +308.449      +42.3186      -1624.63      -294.303      +1296.15      -1918.93      -622.775      
1817          1817          +254.384      +715.326      +300.734      +39.7305      -1649.24      -269.095      +1310.17      -1918.34      -608.164      
1818          1818          +227.768      +749.577      +318.141      +39.6993      -1627.17      -314.098      +1335.19      -1941.27      -606.084      
1819          1819          +255.468      +782.866      +301.553      +38.387       -1665.14      -289.937      +1378.27      -1955.08      -576.805      
1820          1820          +268.407      +720.176      +321.623      +46.268       -1690.5       -294.55       +1356.47      -1985.05      -628.571      
1821          1821          +246.335      +764.938      +301.639      +40.9449      -1685.85      -289.229      +1353.86      -1975.08      -621.222      
1822          1822          +238.288      +719.904      +308.22       +44.1279      -1675.33      -267.554      +1310.54      -1942.89      -632.346      
1823          1823          +228.963      +701.34       +306.016      +44.8974      -1658.48      -283.336      +1281.22      -1941.82      -660.605      
1824          1824          +226.338      +746.027      +307.549      +41.1227      -1623.21      -290.914      +1321.04      -1914.12      -593.085      
1825          1825          +249.402      +711.011      +311.487      +39.1158      -1627.81      -297.571      +1311.02      -1925.38      -614.363      
1826          1826          +262.769      +733.695      +308.508      +40.0107      -1674.02      -294.904      +1344.98      -1968.93      -623.945      
1827          1827          +241.217      +714.289      +317.155      +40.7266      -1679.42      -285.957      +1313.39      -1965.38      -651.989      
1828          1828          +231.304      +709.904      +316.347      +39.7297      -1641.93      -304.1        +1297.29      -1946.03      -648.744      
1829          1829          +222.799      +712.907      +300.518      +43.4571      -1659.63      -295.015      +1279.68      -1954.65      -674.964      
1830          1830          +244.9        +700.449      +302.482      +40.423       -1643.73      -289.132      +1288.25      -1932.86      -644.604      
1831          1831          +256.219      +718.232      +313.776      +48.7483      -1655.58      -312.076      +1336.98      -1967.66      -630.683      
1832          1832          +234.451      +758.2        +291.006      +41.1346      -1665.93      -300.153      +1324.79      -1966.09      -641.295      
1833          1833          +254.841      +760.453      +293.704      +40.4714      -1684.47      -294.439      +1349.47      -1978.91      -629.439      
1834          1834          +243.104      +741.981      +300.686      +42.3779      -1708.69      -311.88       +1328.15      -2020.57      -692.418      
1835          1835          +251.692      +692.454      +301.567      +49.5335      -1663.14      -290.915      +1295.25      -1954.06      -658.813      
1836          1836          +250.665      +707.106      +300.083      +38.8676      -1713.69      -273.88       +1296.72      -1987.57      -690.844      
1837          1837          +221.273      +731.935      +306.418      +44.8248      -1681.48      -272.854      +1304.45      -1954.34      -649.885      
1838          1838          +256.313      +726.04       +305.991      +46.3913      -1655.1       -288.005      +1334.74      -1943.1       -608.365      
1839          1839          +246.449      +761.99       +311.637      +38.5724      -1684.58      -297.479      +1358.65      -1982.06      -623.412      
1840          1840          +243.856      +729.204      +304.706      +45.848       -1700.53      -287.313      +1323.61      -1987.84      -664.228      
1841          1841          +237.721      +760.205      +306.489      +42.6547      -1677.73      -284.463      +1347.07      -1962.19      -615.123      
1842          1842          +262.73       +744.509      +309.333      +40.2543      -1693.48      -279.883      +1356.83      -1973.36      -616.532      
1843          1843          +243.132      +747.565      +306.903      +41.8584      -1669.35      -283.157      +1339.46      -1952.5       -613.046      
1844          1844          +249.948      +720.938      +298.673      +40.2206      -1687.27      -296.139      +1309.78      -1983.4       -673.625      
1845          1845          +245.929      +746.029      +292.382      +44.2651      -1664.66      -286.117      +1328.6       -1950.78      -622.174      
1846          1846          +264.232      +747.737      +297.575      +39.4714      -1668.92      -289.931      +1349.02      -1958.85      -609.838      
1847          1847          +258.028      +728.744      +303.629      +42.2977      -1655.25      -286.565      +1332.7       -1941.82      -609.12       
1848          1848          +243.839      +721.91       +300.313      +55.6646      -1641.98      -272.783      +1321.73      -1914.76      -593.037      
1849          1849          +232.433      +744.288      +297.636      +39.6851      -1664.56      -289.579      +1314.04      -1954.14      -640.095      
1850          1850          +229.773      +724.589      +295.353      +34.0444      -1636.88      -300.83       +1283.76      -1937.71      -653.954      
1851          1851          +223.077      +735.197      +291.509      +43.9196      -1627.92      -296.709      +1293.7       -1924.63      -630.924      
1852          1852          +243.557      +698.142      +289.974      +42.6046      -1643.39      -278.838      +1274.28      -1922.23      -647.953      
1853          1853          +261.686      +712.25       +305.583      +37.4342      -1650.62      -301.47       +1316.95      -1952.09      -635.141      
1854          1854          +241.679      +737.189      +305.227      +42.6712      -1694.94      -290.98       +1326.77      -1985.92      -659.155      
1855          1855          +251.718      +707.241      +296.503      +38.1099      -1670.4       -296.644      +1293.57      -1967.04      -673.468      
1856          1856          +235.603      +723.679      +308.045      +40.632       -1645.48      -299.171      +1307.96      -1944.65      -636.692      
1857          1857          +252.954      +727.934      +292.391      +43.6005      -1678.35      -304.032      +1316.88      -1982.38      -665.5        
1858          1858          +231.115      +704.785      +299.308      +45.7211      -1687.1       -277.385      +1280.93      -1964.49      -683.557      
1859          1859          +238.872      +715.473      +313.709      +46.9351      -1681.87      -277.205      +1314.99      -1959.08      -644.087      
1860          1860          +238.429      +737.108      +308.71       +45.607       -1669.29      -312.936      +1329.85      -1982.22      -652.369      
1861          1861          +229.041      +693.61       +289.514      +41.7037      -1636.38      -293.847      +1253.87      -1930.22      -676.353      
1862          1862          +230.685      +714.005      +304.197      +43.2374      -1661.35      -283.753      +1292.12      -1945.1       -652.976      
1863          1863          +224.873      +684.341      +294.814      +41.7973      -1646.96      -287.252      +1245.83      -1934.22      -688.39       
1864          1864          +238.402      +694.412      +301.175      +38.917       -1704.63      -271.424      +1272.91      -1976.05      -703.149      
1865          1865          +254.462      +698.324      +289.567      +46.3064      -1696.23      -285.963      +1288.66      -1982.2       -693.538      
1866          1866          +244.989      +713.126      +296.646      +45.6119      -1686.65      -307.658      +1300.37      -1994.31      -693.936      
1867          1867          +222.339      +723.507      +296.579      +40.0302      -1675.37      -290.218      +1282.46      -1965.59      -683.133      
1868          1868          +232.686      +723.882      +302.9        +42.744       -1693.27      -271.946      +1302.21      -1965.21      -663.003      
1869          1869          +250.303      +713.638      +310.537      +43.5147      -1707.43      -270.388      +1317.99      -1977.82      -659.828      
1870          1870          +230.462      +700.372      +309.025      +44.9425      -1681.13      -277.863      +1284.8       -1958.99      -674.19       
1871          1871          +233.498      +699          +295.43       +41.6481      -1658.56      -290.748      +1269.58      -1949.31      -679.731      
1872          1872          +238.471      +689.944      +297.669      +35.8973      -1679.6       -301.38       +1261.98      -1980.98      -718.996      
1873          1873          +241.703      +708.095      +307.891      +42.5206      -1716.91      -277.132      +1300.21      -1994.04      -693.832      
1874          1874          +252.808      +731.832      +308.458      +43.9799      -1702.74      -302.234      +1337.08      -2004.97      -667.894      
1875          1875          +236.295      +685.431      +318.298      +40.6032      -1649.4       -283.247      +1280.63      -1932.65      -652.019      
1876          1876          +232.629      +729.812      +298.048      +39.8543      -1706.66      -308.89       +1300.34      -2015.55      -715.208      
1877          1877          +226.972      +757.604      +303.751      +45.1362      -1717.02      -309.259      +1333.46      -2026.28      -692.817      
1878          1878          +239.458      +733.944      +280.025      +40.6038      -1705.15      -294.958      +1294.03      -2000.11      -706.079      
1879          1879          +224.237      +723.995      +294.624      +37.1853      -1703.08      -272.476      +1280.04      -1975.56      -695.515      
1880          1880          +233.367      +695.619      +308.123      +41.4758      -1702.46      -285.44       +1278.59      -1987.9       -709.312      
1881          1881          +228.441      +743.733      +300.157      +35.9859      -1697.13      -293.114      +1308.32      -1990.25      -681.931      
1882          1882          +222.601      +742.566      +301.051      +43.9022      -1694.12      -301.878      +1310.12      -1995.99      -685.874      
1883          1883          +215.181      +733.045      +302.068      +42.182       -1677.07      -280.61       +1292.48      -1957.68      -665.208      
1884          1884          +207.797      +680.035      +301.163      +41.7515      -1656.78      -271.416      +1230.75      -1928.19      -697.447      
1885          1885          +217.656      +722.471      +299.521      +37.9398      -1628.39      -289.349      +1277.59      -1917.74      -640.149      
1886          1886          +228.264      +681.962      +306.42       +42.4995      -1643.3       -276.062      +1259.15      -1919.36      -660.215      
1887          1887          +260.375      +687.762      +304.093      +43.372       -1658.68      -296.57       +1295.6       -1955.25      -659.644      
1888          1888          +227.342      +723.12       +306.11       +44.2166      -1675.23      -295.298      +1300.79      -1970.53      -669.739      
1889          1889          +225.133      +706.021      +296.369      +38.5143      -1648.96      -303.143      +1266.04      -1952.1       -686.064      
1890          1890          +249.813      +684.72       +311.826      +44.5021      -1661.48      -296.094      +1290.86      -1957.57      -666.709      
